record_kind,decision_id,unit_id,segment_id,target_path,target_line,target_excerpt,reader_artifact,reader_anchor,anchor_distance_lines,reader_status
source_correction,OLCT-001,OLP-0231,,gu/content/computability/computability-theory/normal-form.tex,33,\sourcecorrection{OLCT-001}{સ્થિર અંગ્રેજી મૂળ ``કોઈ પણ આંશિક,reader/computability-theory.html,cmp:thy:nfm:thm:normal-form,8,verified_html_anchor_near_target_line
source_correction,OLCT-002,OLP-0232,,gu/content/computability/computability-theory/s-m-n.tex,35,\sourcecorrection{OLCT-002}{સ્થિર અંગ્રેજી મૂળ આ છેલ્લા,reader/computability-theory.html,cmp:thy:smn:thm:s-m-n,16,verified_html_anchor_near_target_line
source_correction,OLCT-003,OLP-0236,,gu/content/computability/computability-theory/russells-paradox.tex,18,  \sourcecorrection{OLCT-003}{સ્થિર અંગ્રેજી મૂળ અહીં,reader/computability-theory.html,cmp:thy:rus:sec,17,verified_html_anchor_near_target_line
source_correction,OLCT-004,OLP-0239,,gu/content/computability/computability-theory/equiv-ce-defs.tex,84,\sourcecorrection{OLCT-004}{સ્થિર અંગ્રેજી મૂળ છેલ્લી,reader/computability-theory.html,cmp:thy:eqc:case:ce-domain,58,verified_html_anchor_near_target_line
source_correction,OLCT-005,OLP-0239,,gu/content/computability/computability-theory/equiv-ce-defs.tex,103,\sourcecorrection{OLCT-005}{સ્થિર અંગ્રેજી સાબિતી આ,reader/computability-theory.html,cmp:thy:eqc:thm:exists-char,51,verified_html_anchor_near_target_line
source_correction,OLCT-006,OLP-0242,,gu/content/computability/computability-theory/complement-ce.tex,44,\sourcecorrection{OLCT-006}{સ્થિર અંગ્રેજી મૂળ આ અંતિમ,reader/computability-theory.html,cmp:thy:cmp:cor:comp-k,19,verified_html_anchor_near_target_line
source_correction,OLCT-007,OLP-0242,,gu/content/computability/computability-theory/complement-ce.tex,56,\sourcecorrection{OLCT-007}{સ્થિર અંગ્રેજી મૂળ આ,reader/computability-theory.html,cmp:thy:cmp:cor:comp-k,7,verified_html_anchor_near_target_line
source_correction,OLCT-008,OLP-0243,,gu/content/computability/computability-theory/reducibility.tex,44,\sourcecorrection{OLCT-008}{સ્થિર અંગ્રેજી મૂળ બીજી,reader/computability-theory.html,cmp:thy:red:sec,43,verified_html_anchor_near_target_line
source_correction,OLCT-009,OLP-0245,,gu/content/computability/computability-theory/complete-ce-sets.tex,49,\sourcecorrection{OLCT-009}{સ્થિર અંગ્રેજી મૂળ છેલ્લે,reader/computability-theory.html,cmp:thy:cce:sec,48,verified_html_anchor_near_target_line
source_correction,OLCT-010,OLP-0248,,gu/content/computability/computability-theory/rice-theorem.tex,103,\sourcecorrection{OLCT-010}{સ્થિર અંગ્રેજી મૂળ અહીં,reader/computability-theory.html,cmp:thy:rce:sec,102,verified_html_anchor_near_target_line
source_correction,OLCT-011,OLP-0249,,gu/content/computability/computability-theory/fixed-point-thm.tex,137,\sourcecorrection{OLCT-011}{સ્થિર અંગ્રેજી મૂળ આ,reader/computability-theory.html,cmp:thy:fix:lem:fixed-equiv,77,verified_html_anchor_near_target_line
source_correction,OLCT-012,OLP-0250,,gu/content/computability/computability-theory/application-fixed-point.tex,62,\sourcecorrection{OLCT-012}{સ્થિર અંગ્રેજી મૂળ સાબિતી,reader/computability-theory.html,cmp:thy:apf:sec,61,verified_html_anchor_near_target_line
